CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk267447,20801,No,11-2018,Yes
eipk267448,4065,No,09-2020,Yes
eipk267449,2727,No,05-2020,Yes
eipk267450,6976,No,02-2024,Yes
eipk267451,21410,No,02-2023,Yes
eipk267452,25246,No,04-2020,Yes
eipk267453,16737,No,03-2018,Yes
eipk267454,7064,No,07-2018,Yes
eipk267455,4814,No,05-2022,Yes
eipk267456,2703,No,06-2018,Yes
eipk267457,8621,No,08-2020,Yes
eipk267458,14544,No,10-2019,Yes
eipk267459,8430,No,09-2023,Yes
eipk267460,21925,No,12-2022,Yes
eipk267461,1053,No,01-2022,Yes
eipk267462,18075,No,03-2023,Yes
eipk267463,7066,No,07-2020,Yes
eipk267464,13291,No,04-2023,Yes
eipk267465,9448,No,03-2023,Yes
eipk267466,20816,No,02-2022,Yes
eipk267467,1833,No,11-2022,Yes
eipk267468,16599,No,04-2021,Yes
eipk267469,11721,No,02-2019,Yes
eipk267470,6794,No,03-2018,Yes
eipk267471,10353,No,03-2024,Yes
eipk267472,20906,No,06-2021,Yes
eipk267473,14635,No,02-2022,Yes
eipk267474,26048,No,07-2019,Yes
eipk267475,23244,No,05-2018,Yes
eipk267476,19410,No,05-2023,Yes
eipk267477,10829,No,06-2019,Yes
eipk267478,4548,No,10-2021,Yes
eipk267479,27816,No,01-2021,Yes
eipk267480,27930,No,01-2018,Yes
eipk267481,16901,No,03-2020,Yes
eipk267482,17166,No,07-2023,Yes
eipk267483,14046,No,04-2022,Yes
eipk267484,18289,No,12-2020,Yes
eipk267485,23748,No,05-2021,Yes
eipk267486,15507,No,11-2018,Yes
eipk267487,2183,No,03-2020,Yes
eipk267488,11411,No,08-2020,Yes
eipk267489,12836,No,04-2018,Yes
eipk267490,2088,No,10-2023,Yes
eipk267491,2192,No,11-2020,Yes
eipk267492,19512,No,08-2021,Yes
eipk267493,6387,No,01-2022,Yes
eipk267494,20835,No,10-2019,Yes
eipk267495,15408,No,07-2019,Yes
eipk267496,1331,No,03-2022,Yes
eipk267497,10403,No,08-2021,Yes
eipk267498,18432,No,04-2021,Yes
eipk267499,13280,No,11-2020,Yes
eipk267500,3275,No,05-2019,Yes
eipk267501,6237,No,11-2019,Yes
eipk267502,14419,No,09-2023,Yes
eipk267503,7385,No,10-2021,Yes
eipk267504,19018,No,10-2018,Yes
eipk267505,8648,No,11-2020,Yes
eipk267506,1502,No,01-2019,Yes
eipk267507,4569,No,08-2020,Yes
eipk267508,10271,No,05-2022,Yes
eipk267509,8316,No,04-2020,Yes
eipk267510,26910,No,08-2019,Yes
eipk267511,22031,No,12-2021,Yes
eipk267512,21402,No,07-2021,Yes
eipk267513,5216,No,12-2023,Yes
eipk267514,6891,No,11-2022,Yes
eipk267515,11265,No,03-2019,Yes
eipk267516,22615,No,08-2020,Yes
eipk267517,17315,No,05-2020,Yes
eipk267518,25598,No,02-2020,Yes
eipk267519,25232,No,05-2020,Yes
eipk267520,27425,No,02-2018,Yes
eipk267521,24815,No,11-2021,Yes
eipk267522,11355,No,10-2022,Yes
eipk267523,1479,No,02-2019,Yes
eipk267524,19738,No,07-2020,Yes
eipk267525,15566,No,03-2019,Yes
eipk267526,11731,No,11-2018,Yes
eipk267527,22248,No,05-2019,Yes
eipk267528,18527,No,09-2020,Yes
eipk267529,3333,No,07-2023,Yes
eipk267530,22467,No,07-2019,Yes
eipk267531,25336,No,04-2020,Yes
eipk267532,24958,No,09-2022,Yes
eipk267533,16225,No,04-2023,Yes
eipk267534,22655,No,08-2018,Yes
eipk267535,20029,No,09-2023,Yes
eipk267536,22828,No,01-2020,Yes
eipk267537,16192,No,05-2019,Yes
eipk267538,7067,No,05-2020,Yes
eipk267539,18222,No,02-2022,Yes
eipk267540,24797,No,12-2019,Yes
eipk267541,27425,No,09-2019,Yes
eipk267542,9191,No,11-2018,Yes
eipk267543,14205,No,04-2019,Yes
eipk267544,6035,No,11-2018,Yes
eipk267545,12044,No,03-2019,Yes
eipk267546,3209,No,10-2023,Yes
eipk267547,10584,No,05-2018,Yes
eipk267548,12448,No,02-2024,Yes
eipk267549,22432,No,06-2020,Yes
eipk267550,2959,No,07-2018,Yes
eipk267551,1275,No,09-2023,Yes
eipk267552,22008,No,05-2023,Yes
eipk267553,27035,No,05-2024,Yes
eipk267554,26534,No,05-2020,Yes
eipk267555,2841,No,06-2020,Yes
eipk267556,13251,No,04-2020,Yes
eipk267557,21529,No,07-2018,Yes
eipk267558,16631,No,09-2018,Yes
eipk267559,14546,No,02-2020,Yes
eipk267560,15919,No,10-2023,Yes
eipk267561,6675,No,12-2018,Yes
eipk267562,24441,No,04-2024,Yes
eipk267563,25565,No,09-2022,Yes
eipk267564,12569,No,03-2018,Yes
eipk267565,11716,No,10-2019,Yes
eipk267566,17871,No,03-2018,Yes
eipk267567,19511,No,09-2023,Yes
eipk267568,6405,No,09-2019,Yes
eipk267569,24088,No,04-2024,Yes
eipk267570,8265,No,04-2024,Yes
eipk267571,6597,No,07-2022,Yes
eipk267572,2940,No,09-2023,Yes
eipk267573,11645,No,04-2019,Yes
eipk267574,12989,No,02-2024,Yes
eipk267575,8735,No,05-2019,Yes
eipk267576,5350,No,12-2020,Yes
eipk267577,1959,No,08-2020,Yes
eipk267578,17027,No,04-2020,Yes
eipk267579,7630,No,07-2021,Yes
eipk267580,6792,No,10-2023,Yes
eipk267581,3563,No,09-2022,Yes
eipk267582,1463,No,01-2020,Yes
eipk267583,11128,No,01-2024,Yes
eipk267584,25055,No,10-2020,Yes
eipk267585,25591,No,02-2022,Yes
eipk267586,1918,No,09-2023,Yes
eipk267587,7087,No,04-2024,Yes
eipk267588,2613,No,02-2018,Yes
eipk267589,10014,No,01-2022,Yes
eipk267590,3120,No,02-2024,Yes
eipk267591,4391,No,11-2023,Yes
eipk267592,11158,No,01-2023,Yes
eipk267593,2881,No,06-2023,Yes
eipk267594,9931,No,11-2022,Yes
eipk267595,24746,No,08-2023,Yes
eipk267596,14045,No,05-2018,Yes
eipk267597,22385,No,02-2023,Yes
eipk267598,12258,No,07-2022,Yes
eipk267599,8256,No,03-2024,Yes
eipk267600,4843,No,07-2023,Yes
eipk267601,26373,No,05-2024,Yes
eipk267602,7129,No,07-2018,Yes
eipk267603,4210,No,01-2020,Yes
eipk267604,27162,No,02-2021,Yes
eipk267605,12922,No,03-2021,Yes
eipk267606,10969,No,09-2022,Yes
eipk267607,6516,No,12-2020,Yes
eipk267608,16288,No,01-2021,Yes
eipk267609,3531,No,10-2019,Yes
eipk267610,11626,No,03-2020,Yes
eipk267611,22871,No,11-2021,Yes
eipk267612,21937,No,12-2023,Yes
eipk267613,11661,No,04-2022,Yes
eipk267614,19663,No,01-2021,Yes
eipk267615,10559,No,10-2023,Yes
eipk267616,11959,No,01-2021,Yes
eipk267617,8305,No,04-2018,Yes
eipk267618,26973,No,01-2020,Yes
eipk267619,22940,No,04-2023,Yes
eipk267620,1154,No,04-2018,Yes
eipk267621,12378,No,08-2019,Yes
eipk267622,26691,No,06-2018,Yes
eipk267623,14657,No,06-2023,Yes
eipk267624,21049,No,03-2022,Yes
eipk267625,24111,No,11-2020,Yes
eipk267626,18498,No,08-2019,Yes
eipk267627,1699,No,09-2019,Yes
eipk267628,8565,No,12-2020,Yes
eipk267629,13392,No,03-2024,Yes
eipk267630,24339,No,03-2024,Yes
eipk267631,8109,No,06-2018,Yes
eipk267632,9787,No,01-2019,Yes
eipk267633,18397,No,05-2021,Yes
eipk267634,26115,No,03-2023,Yes
eipk267635,16638,No,05-2022,Yes
eipk267636,1011,No,01-2024,Yes
eipk267637,11135,No,03-2024,Yes
eipk267638,8474,No,04-2020,Yes
eipk267639,21843,No,07-2022,Yes
eipk267640,1661,No,02-2020,Yes
eipk267641,14629,No,03-2019,Yes
eipk267642,22017,No,10-2021,Yes
eipk267643,8381,No,05-2022,Yes
eipk267644,22958,No,01-2022,Yes
eipk267645,10614,No,09-2023,Yes
eipk267646,6871,No,03-2022,Yes
eipk267647,26821,No,09-2022,Yes
eipk267648,1579,No,11-2023,Yes
eipk267649,25837,No,03-2019,Yes
eipk267650,17879,No,01-2021,Yes
eipk267651,15958,No,08-2018,Yes
eipk267652,5225,No,10-2020,Yes
eipk267653,14470,No,01-2021,Yes
eipk267654,14079,No,01-2024,Yes
eipk267655,16650,No,10-2020,Yes
eipk267656,23318,No,10-2021,Yes
eipk267657,14854,No,02-2021,Yes
eipk267658,3136,No,08-2021,Yes
eipk267659,6063,No,09-2020,Yes
eipk267660,22835,No,09-2022,Yes
eipk267661,26205,No,02-2023,Yes
eipk267662,26081,No,05-2024,Yes
eipk267663,24681,No,02-2020,Yes
eipk267664,17590,No,12-2019,Yes
eipk267665,12623,No,09-2022,Yes
eipk267666,4130,No,02-2020,Yes
eipk267667,16455,No,06-2020,Yes
eipk267668,19238,No,12-2020,Yes
eipk267669,22962,No,11-2021,Yes
eipk267670,6264,No,12-2022,Yes
eipk267671,8477,No,08-2018,Yes
eipk267672,19044,No,09-2023,Yes
eipk267673,25468,No,10-2018,Yes
eipk267674,8548,No,10-2018,Yes
eipk267675,16712,No,04-2023,Yes
eipk267676,5979,No,01-2022,Yes
eipk267677,6046,No,03-2022,Yes
eipk267678,9476,No,07-2022,Yes
eipk267679,1718,No,12-2018,Yes
eipk267680,9693,No,04-2021,Yes
eipk267681,17641,No,06-2021,Yes
eipk267682,22289,No,10-2022,Yes
eipk267683,15387,No,05-2022,Yes
eipk267684,19981,No,03-2022,Yes
eipk267685,11114,No,10-2023,Yes
eipk267686,9012,No,01-2021,Yes
eipk267687,26815,No,08-2018,Yes
eipk267688,16805,No,11-2023,Yes
eipk267689,24182,No,12-2021,Yes
eipk267690,4013,No,04-2023,Yes
eipk267691,22608,No,05-2019,Yes
eipk267692,22001,No,07-2018,Yes
eipk267693,22448,No,06-2023,Yes
eipk267694,15065,No,06-2018,Yes
eipk267695,1887,No,04-2022,Yes
eipk267696,12646,No,04-2019,Yes
eipk267697,24665,No,01-2019,Yes
eipk267698,1744,No,11-2020,Yes
eipk267699,24620,No,02-2018,Yes
eipk267700,20820,No,12-2019,Yes
eipk267701,22547,No,11-2019,Yes
eipk267702,2704,No,05-2020,Yes
eipk267703,25786,No,10-2021,Yes
eipk267704,15611,No,09-2022,Yes
eipk267705,5064,No,02-2018,Yes
eipk267706,6226,No,03-2022,Yes
eipk267707,19340,No,12-2021,Yes
eipk267708,11718,No,11-2023,Yes
eipk267709,19086,No,10-2021,Yes
eipk267710,15540,No,12-2021,Yes
eipk267711,5214,No,12-2019,Yes
eipk267712,26061,No,12-2019,Yes
eipk267713,27732,No,01-2022,Yes
eipk267714,19885,No,04-2018,Yes
eipk267715,12502,No,05-2021,Yes
eipk267716,6127,No,03-2021,Yes
eipk267717,21991,No,05-2020,Yes
eipk267718,10258,No,11-2022,Yes
eipk267719,15120,No,03-2018,Yes
eipk267720,17077,No,01-2021,Yes
eipk267721,11007,No,12-2023,Yes
eipk267722,11990,No,10-2023,Yes
eipk267723,17148,No,03-2021,Yes
eipk267724,7537,No,12-2023,Yes
eipk267725,21440,No,06-2022,Yes
eipk267726,17581,No,09-2018,Yes
eipk267727,8631,No,12-2023,Yes
eipk267728,13507,No,03-2019,Yes
eipk267729,5963,No,07-2023,Yes
eipk267730,25352,No,03-2021,Yes
eipk267731,15429,No,08-2021,Yes
eipk267732,18699,No,12-2022,Yes
eipk267733,23680,No,07-2021,Yes
eipk267734,25486,No,12-2022,Yes
eipk267735,22246,No,07-2022,Yes
eipk267736,26757,No,11-2023,Yes
eipk267737,4341,No,06-2019,Yes
eipk267738,16153,No,11-2022,Yes
eipk267739,8747,No,05-2020,Yes
eipk267740,9448,No,11-2022,Yes
eipk267741,11940,No,02-2018,Yes
eipk267742,3562,No,05-2018,Yes
eipk267743,16596,No,09-2023,Yes
eipk267744,19051,No,05-2023,Yes
eipk267745,23698,No,08-2020,Yes
eipk267746,7413,No,07-2018,Yes
eipk267747,20032,No,06-2020,Yes
eipk267748,6734,No,10-2022,Yes
eipk267749,9828,No,12-2021,Yes
eipk267750,25583,No,05-2018,Yes
eipk267751,18963,No,03-2023,Yes
eipk267752,24999,No,04-2023,Yes
eipk267753,17518,No,01-2021,Yes
eipk267754,5120,No,10-2022,Yes
eipk267755,3512,No,11-2022,Yes
eipk267756,23489,No,10-2020,Yes
eipk267757,27819,No,05-2020,Yes
eipk267758,24231,No,03-2020,Yes
eipk267759,25432,No,05-2021,Yes
eipk267760,23929,No,01-2018,Yes
eipk267761,27745,No,05-2024,Yes
eipk267762,23416,No,02-2023,Yes
eipk267763,13149,No,08-2018,Yes
eipk267764,2232,No,08-2021,Yes
eipk267765,12564,No,10-2021,Yes
eipk267766,10145,No,10-2021,Yes
eipk267767,10730,No,05-2018,Yes
eipk267768,18291,No,03-2019,Yes
eipk267769,17346,No,03-2020,Yes
eipk267770,27256,No,04-2020,Yes
eipk267771,27485,No,03-2020,Yes
eipk267772,6653,No,04-2021,Yes
eipk267773,6158,No,07-2020,Yes
eipk267774,23310,No,01-2019,Yes
eipk267775,5089,No,04-2023,Yes
eipk267776,26194,No,07-2019,Yes
eipk267777,25163,No,06-2023,Yes
eipk267778,23287,No,03-2021,Yes
eipk267779,11980,No,09-2022,Yes
eipk267780,24474,No,07-2020,Yes
eipk267781,27485,No,01-2019,Yes
eipk267782,20228,No,08-2023,Yes
eipk267783,5301,No,09-2023,Yes
eipk267784,13870,No,12-2021,Yes
eipk267785,26272,No,08-2020,Yes
eipk267786,15747,No,11-2020,Yes
eipk267787,5303,No,03-2018,Yes
eipk267788,9596,No,08-2019,Yes
eipk267789,27086,No,05-2022,Yes
eipk267790,24933,No,05-2019,Yes
eipk267791,5962,No,07-2018,Yes
eipk267792,11510,No,05-2019,Yes
eipk267793,13280,No,09-2021,Yes
eipk267794,1857,No,11-2023,Yes
eipk267795,19776,No,08-2021,Yes
eipk267796,7771,No,09-2019,Yes
eipk267797,8559,No,04-2022,Yes
eipk267798,21666,No,04-2020,Yes
eipk267799,17403,No,11-2019,Yes
eipk267800,22841,No,05-2020,Yes
eipk267801,3420,No,12-2018,Yes
eipk267802,12218,No,07-2018,Yes
eipk267803,8923,No,12-2022,Yes
eipk267804,17450,No,11-2023,Yes
eipk267805,4133,No,10-2021,Yes
eipk267806,1785,No,04-2023,Yes
eipk267807,15286,No,04-2023,Yes
eipk267808,24149,No,10-2023,Yes
eipk267809,8735,No,02-2024,Yes
eipk267810,19516,No,02-2021,Yes
eipk267811,27005,No,09-2022,Yes
eipk267812,17135,No,08-2019,Yes
eipk267813,18802,No,05-2018,Yes
eipk267814,4690,No,03-2022,Yes
eipk267815,2547,No,04-2021,Yes
eipk267816,13463,No,07-2019,Yes
eipk267817,17742,No,03-2018,Yes
eipk267818,16166,No,12-2018,Yes
eipk267819,2562,No,01-2019,Yes
eipk267820,5386,No,10-2023,Yes
eipk267821,19561,No,09-2022,Yes
eipk267822,21194,No,05-2022,Yes
eipk267823,1478,No,09-2023,Yes
eipk267824,18031,No,12-2019,Yes
eipk267825,24059,No,04-2023,Yes
eipk267826,1263,No,11-2019,Yes
eipk267827,24486,No,06-2022,Yes
eipk267828,25387,No,07-2020,Yes
eipk267829,4742,No,05-2021,Yes
eipk267830,7646,No,07-2018,Yes
eipk267831,12148,No,11-2018,Yes
eipk267832,17213,No,09-2023,Yes
eipk267833,27137,No,02-2024,Yes
eipk267834,6200,No,01-2019,Yes
eipk267835,27012,No,03-2021,Yes
eipk267836,15810,No,05-2024,Yes
eipk267837,16223,No,12-2022,Yes
eipk267838,19389,No,12-2022,Yes
eipk267839,15353,No,11-2020,Yes
eipk267840,20524,No,03-2019,Yes
eipk267841,26483,No,03-2024,Yes
eipk267842,1129,No,11-2018,Yes
eipk267843,10129,No,08-2023,Yes
eipk267844,21102,No,06-2019,Yes
eipk267845,18198,No,03-2023,Yes
eipk267846,6849,No,11-2018,Yes
eipk267847,22990,No,12-2021,Yes
eipk267848,1014,No,02-2019,Yes
eipk267849,14807,No,03-2020,Yes
eipk267850,11229,No,03-2019,Yes
eipk267851,22689,No,01-2021,Yes
eipk267852,4488,No,11-2023,Yes
eipk267853,14294,No,11-2019,Yes
eipk267854,26282,No,01-2024,Yes
eipk267855,1702,No,04-2024,Yes
eipk267856,22225,No,07-2019,Yes
eipk267857,7575,No,03-2023,Yes
eipk267858,16425,No,08-2022,Yes
eipk267859,16440,No,06-2020,Yes
eipk267860,15272,No,01-2021,Yes
eipk267861,21515,No,05-2020,Yes
eipk267862,22226,No,12-2020,Yes
eipk267863,23544,No,11-2022,Yes
eipk267864,24041,No,08-2020,Yes
eipk267865,15368,No,03-2022,Yes
eipk267866,7492,No,01-2023,Yes
eipk267867,6499,No,03-2019,Yes
eipk267868,19939,No,12-2023,Yes
eipk267869,12178,No,12-2023,Yes
eipk267870,4939,No,07-2022,Yes
eipk267871,22335,No,01-2024,Yes
eipk267872,20722,No,03-2020,Yes
eipk267873,26092,No,07-2021,Yes
eipk267874,18181,No,02-2021,Yes
eipk267875,26060,No,04-2023,Yes
eipk267876,16706,No,08-2020,Yes
eipk267877,4674,No,03-2023,Yes
eipk267878,9634,No,03-2021,Yes
eipk267879,23905,No,09-2021,Yes
eipk267880,2653,No,03-2023,Yes
eipk267881,26589,No,03-2019,Yes
eipk267882,10154,No,06-2021,Yes
eipk267883,26148,No,01-2023,Yes
eipk267884,13645,No,01-2020,Yes
eipk267885,24065,No,01-2023,Yes
eipk267886,13908,No,12-2020,Yes
eipk267887,23383,No,02-2023,Yes
eipk267888,27406,No,04-2020,Yes
eipk267889,16569,No,05-2019,Yes
eipk267890,13034,No,01-2024,Yes
eipk267891,1815,No,04-2018,Yes
eipk267892,7967,No,12-2022,Yes
eipk267893,11728,No,10-2018,Yes
eipk267894,18594,No,06-2019,Yes
eipk267895,20518,No,10-2020,Yes
eipk267896,22839,No,02-2020,Yes
eipk267897,17938,No,10-2022,Yes
eipk267898,3792,No,12-2022,Yes
eipk267899,23249,No,10-2023,Yes
eipk267900,7218,No,02-2019,Yes
eipk267901,7908,No,08-2019,Yes
eipk267902,14460,No,03-2019,Yes
eipk267903,13254,No,09-2021,Yes
eipk267904,12957,No,12-2021,Yes
eipk267905,5302,No,01-2021,Yes
eipk267906,8852,No,10-2019,Yes
eipk267907,2264,No,06-2020,Yes
eipk267908,24203,No,12-2022,Yes
eipk267909,15910,No,10-2020,Yes
eipk267910,10085,No,01-2023,Yes
eipk267911,16594,No,01-2023,Yes
eipk267912,11364,No,03-2018,Yes
eipk267913,19688,No,01-2021,Yes
eipk267914,17066,No,02-2019,Yes
eipk267915,4958,No,10-2020,Yes
eipk267916,16566,No,10-2021,Yes
eipk267917,6536,No,01-2024,Yes
eipk267918,26814,No,12-2023,Yes
eipk267919,17057,No,08-2022,Yes
eipk267920,15973,No,12-2018,Yes
eipk267921,19201,No,06-2020,Yes
eipk267922,18150,No,06-2022,Yes
eipk267923,11751,No,01-2021,Yes
eipk267924,17956,No,03-2020,Yes
eipk267925,21847,No,09-2019,Yes
eipk267926,14712,No,09-2020,Yes
eipk267927,6320,No,02-2022,Yes
eipk267928,25132,No,04-2024,Yes
eipk267929,11524,No,05-2018,Yes
eipk267930,27686,No,06-2022,Yes
eipk267931,18134,No,09-2020,Yes
eipk267932,20195,No,06-2019,Yes
eipk267933,21840,No,09-2023,Yes
eipk267934,24738,No,02-2023,Yes
eipk267935,20938,No,01-2023,Yes
eipk267936,3418,No,08-2021,Yes
eipk267937,6140,No,10-2021,Yes
eipk267938,22420,No,12-2020,Yes
eipk267939,3988,No,08-2023,Yes
eipk267940,1854,No,03-2021,Yes
eipk267941,3850,No,06-2018,Yes
eipk267942,4379,No,03-2018,Yes
eipk267943,1193,No,03-2021,Yes
eipk267944,14368,No,09-2019,Yes
eipk267945,27153,No,10-2018,Yes
eipk267946,10672,No,01-2018,Yes
eipk267947,26322,No,06-2023,Yes
eipk267948,22345,No,10-2023,Yes
eipk267949,12279,No,10-2023,Yes
eipk267950,22124,No,09-2021,Yes
eipk267951,23016,No,02-2023,Yes
eipk267952,16079,No,07-2022,Yes
eipk267953,25725,No,01-2018,Yes
eipk267954,8983,No,10-2018,Yes
eipk267955,24533,No,05-2024,Yes
eipk267956,23137,No,07-2022,Yes
eipk267957,13057,No,09-2022,Yes
eipk267958,22281,No,05-2022,Yes
eipk267959,14169,No,12-2022,Yes
eipk267960,7969,No,04-2020,Yes
eipk267961,22716,No,05-2024,Yes
eipk267962,7534,No,02-2020,Yes
eipk267963,27904,No,07-2023,Yes
eipk267964,9120,No,01-2024,Yes
eipk267965,10867,No,03-2020,Yes
eipk267966,6790,No,05-2022,Yes
eipk267967,17366,No,05-2018,Yes
eipk267968,27965,No,07-2023,Yes
eipk267969,18057,No,10-2023,Yes
eipk267970,4701,No,06-2018,Yes
eipk267971,18744,No,05-2024,Yes
eipk267972,12258,No,06-2023,Yes
eipk267973,12338,No,12-2023,Yes
eipk267974,12809,No,01-2020,Yes
eipk267975,4067,No,03-2018,Yes
eipk267976,27738,No,08-2023,Yes
eipk267977,2444,No,09-2023,Yes
eipk267978,13217,No,08-2020,Yes
eipk267979,27736,No,09-2020,Yes
eipk267980,22871,No,11-2023,Yes
eipk267981,6179,No,10-2018,Yes
eipk267982,4353,No,02-2018,Yes
eipk267983,23764,No,03-2019,Yes
eipk267984,24165,No,02-2020,Yes
eipk267985,23444,No,07-2022,Yes
eipk267986,24596,No,06-2019,Yes
eipk267987,6919,No,02-2021,Yes
eipk267988,23244,No,01-2018,Yes
eipk267989,16556,No,09-2023,Yes
eipk267990,14011,No,02-2020,Yes
eipk267991,15834,No,12-2018,Yes
eipk267992,14894,No,10-2021,Yes
eipk267993,19154,No,09-2019,Yes
eipk267994,23294,No,03-2022,Yes
eipk267995,13736,No,12-2020,Yes
eipk267996,10894,No,06-2022,Yes
eipk267997,17578,No,05-2023,Yes
eipk267998,14996,No,03-2021,Yes
eipk267999,26150,No,10-2020,Yes
eipk268000,23238,No,08-2021,Yes
eipk268001,23298,No,08-2022,Yes
eipk268002,22070,No,03-2020,Yes
eipk268003,5643,No,12-2019,Yes
eipk268004,25964,No,08-2019,Yes
eipk268005,25258,No,09-2021,Yes
eipk268006,14746,No,04-2018,Yes
eipk268007,2752,No,02-2022,Yes
eipk268008,16135,No,06-2021,Yes
eipk268009,1660,No,04-2022,Yes
eipk268010,22999,No,03-2023,Yes
eipk268011,3832,No,11-2023,Yes
eipk268012,13821,No,11-2023,Yes
eipk268013,9488,No,03-2021,Yes
eipk268014,6613,No,08-2023,Yes
eipk268015,24354,No,03-2024,Yes
eipk268016,24254,No,02-2018,Yes
eipk268017,17714,No,03-2022,Yes
eipk268018,7777,No,09-2021,Yes
eipk268019,13041,No,12-2020,Yes
eipk268020,14142,No,05-2023,Yes
eipk268021,26860,No,03-2021,Yes
eipk268022,10270,No,01-2020,Yes
eipk268023,6401,No,01-2018,Yes
eipk268024,24299,No,04-2018,Yes
eipk268025,26450,No,06-2019,Yes
eipk268026,4866,No,12-2023,Yes
eipk268027,14029,No,05-2024,Yes
eipk268028,7113,No,09-2019,Yes
eipk268029,11877,No,07-2020,Yes
eipk268030,24810,No,05-2021,Yes
eipk268031,2585,No,06-2020,Yes
eipk268032,12999,No,01-2023,Yes
eipk268033,3940,No,01-2019,Yes
eipk268034,15105,No,04-2021,Yes
eipk268035,23673,No,12-2019,Yes
eipk268036,14708,No,03-2021,Yes
eipk268037,23789,No,02-2020,Yes
eipk268038,14218,No,08-2023,Yes
eipk268039,18886,No,10-2023,Yes
eipk268040,18129,No,09-2018,Yes
eipk268041,3612,No,05-2019,Yes
eipk268042,2508,No,10-2020,Yes
eipk268043,2770,No,03-2023,Yes
eipk268044,12971,No,12-2019,Yes
eipk268045,2961,No,01-2021,Yes
eipk268046,10787,No,10-2019,Yes
eipk268047,8751,No,01-2024,Yes
eipk268048,4658,No,03-2024,Yes
eipk268049,24361,No,04-2021,Yes
eipk268050,23993,No,05-2018,Yes
eipk268051,1465,No,05-2024,Yes
eipk268052,19453,No,07-2022,Yes
eipk268053,19827,No,09-2022,Yes
eipk268054,26808,No,07-2021,Yes
eipk268055,14874,No,07-2023,Yes
eipk268056,9336,No,07-2020,Yes
eipk268057,23947,No,12-2023,Yes
eipk268058,8516,No,10-2021,Yes
eipk268059,27928,No,08-2020,Yes
eipk268060,27383,No,03-2023,Yes
eipk268061,20432,No,07-2021,Yes
eipk268062,5042,No,03-2019,Yes
eipk268063,21523,No,12-2019,Yes
eipk268064,5202,No,09-2019,Yes
eipk268065,7124,No,02-2018,Yes
eipk268066,13437,No,06-2023,Yes
eipk268067,8773,No,07-2019,Yes
eipk268068,18671,No,12-2018,Yes
eipk268069,9301,No,07-2021,Yes
eipk268070,8503,No,05-2024,Yes
eipk268071,15574,No,02-2024,Yes
eipk268072,22203,No,07-2018,Yes
eipk268073,20174,No,09-2021,Yes
eipk268074,1861,No,04-2022,Yes
eipk268075,9652,No,01-2018,Yes
eipk268076,18488,No,12-2019,Yes
eipk268077,6374,No,01-2020,Yes
eipk268078,18127,No,09-2019,Yes
eipk268079,19794,No,01-2021,Yes
eipk268080,14768,No,07-2023,Yes
eipk268081,5993,No,05-2018,Yes
eipk268082,9634,No,08-2020,Yes
eipk268083,2833,No,11-2019,Yes
eipk268084,1885,No,12-2018,Yes
eipk268085,16319,No,08-2020,Yes
eipk268086,4604,No,02-2020,Yes
eipk268087,6357,No,03-2023,Yes
eipk268088,17257,No,12-2023,Yes
eipk268089,24473,No,03-2018,Yes
eipk268090,20605,No,09-2018,Yes
eipk268091,9343,No,05-2022,Yes
eipk268092,24321,No,01-2024,Yes
eipk268093,2596,No,06-2021,Yes
eipk268094,27247,No,02-2018,Yes
eipk268095,16371,No,08-2022,Yes
eipk268096,10726,No,02-2021,Yes
eipk268097,10757,No,08-2019,Yes
eipk268098,10142,No,08-2020,Yes
eipk268099,12106,No,04-2024,Yes
eipk268100,19876,No,01-2022,Yes
eipk268101,26917,No,08-2021,Yes
eipk268102,26307,No,02-2022,Yes
eipk268103,5333,No,06-2018,Yes
eipk268104,1538,No,12-2022,Yes
eipk268105,25547,No,02-2020,Yes
eipk268106,18152,No,12-2019,Yes
eipk268107,3856,No,01-2018,Yes
eipk268108,24289,No,06-2018,Yes
eipk268109,19505,No,12-2023,Yes
eipk268110,6553,No,07-2019,Yes
eipk268111,16657,No,06-2019,Yes
eipk268112,10926,No,05-2021,Yes
eipk268113,1013,No,12-2020,Yes
eipk268114,5707,No,05-2019,Yes
eipk268115,5490,No,06-2020,Yes
eipk268116,25766,No,06-2018,Yes
eipk268117,6993,No,04-2022,Yes
eipk268118,20248,No,02-2019,Yes
eipk268119,24989,No,01-2018,Yes
eipk268120,5102,No,09-2023,Yes
eipk268121,2104,No,02-2022,Yes
eipk268122,3812,No,07-2021,Yes
eipk268123,7131,No,06-2023,Yes
eipk268124,18035,No,08-2018,Yes
eipk268125,7628,No,02-2021,Yes
eipk268126,26956,No,05-2019,Yes
eipk268127,15841,No,02-2020,Yes
eipk268128,15854,No,07-2022,Yes
eipk268129,8831,No,11-2020,Yes
eipk268130,18185,No,01-2018,Yes
eipk268131,16997,No,04-2022,Yes
eipk268132,21928,No,01-2021,Yes
eipk268133,7428,No,02-2019,Yes
eipk268134,16641,No,03-2022,Yes
eipk268135,11313,No,03-2019,Yes
eipk268136,11176,No,05-2019,Yes
eipk268137,5140,No,09-2023,Yes
eipk268138,18936,No,07-2019,Yes
eipk268139,3792,No,01-2020,Yes
eipk268140,3723,No,11-2019,Yes
eipk268141,22960,No,03-2021,Yes
eipk268142,3022,No,04-2019,Yes
eipk268143,22054,No,07-2020,Yes
eipk268144,27006,No,11-2019,Yes
